name,stars,title,review
RISHAB GHOSH,5.0 out of 5 stars,"The best laptop out there, Macbook air m1","Insanely powerful and starkly, very efficient too. Easily lasts a week after full charging. The M1 is a beast and handles everything smoothly. The finish, feel and look is top notch premium just as you expect from Apple products. The display is gorgeous crisp and has a high contrast, the sound quality is excellent too. Its really the best laptop not just at this price point but even above. This is a machine you should buy if you are looking for a laptop at this price range. Apple just makes beautiful powerful machines and this one is just on another level. The M1 chip is a revolution. Yes there’s a learning curve when you switch from Windows to Macintosh but nothing which can’t be learnt. Unless you are really bent on using Windows only, this is the laptop to go for."
Pacific,5.0 out of 5 stars,Nice purchase,"It’s working nicely and smoothly (like butter) right now. Been using it for 6 months now.Big pros: Smoothness, 👌🏻 aesthetics, fantastic integration with my cellphone & other ecosystem devices e.g. Airpods, sound free/fan free (literally) cool operationBig cons: Price (not sure if its VFM in India for such a pricey cost unless it runs smoothly for minimum of 5-6 years), Camera quality, low space given, low RAM & its feature of swapping onto SSD ROM which will wear/fail it out sooner.Above Average: Battery, Screen quality, sound.Below Average: Battery- if you use non-Apple apps like Chrome on it much, Lack of I/O ports is frustrating, the tight ecosystem which stifles flexibility and options for the user.Overall, it’s fine till now. I remember I started having issue with my previous machine (Dell) within a year (charging cable/battery/screen) and then it repeated every 3 years; so I have long term to go before finally giving my verdict for this M1 Macbook."
Pranab Roy,5.0 out of 5 stars,Excellent,Value Buy from Amazon
Akshay,5.0 out of 5 stars,The best Laptop for Productivity.,The battery backup is just awesome as it easily lasts me for more than a day with non-stop browsing and surfing the internet and use of google chrome.
mkdiee,5.0 out of 5 stars,Go for it blindly !,Superb Product!With this macbook i have fully become a member of the apple Ecosystem.Happy about it.Thanks Amazon♥️
Avishek,5.0 out of 5 stars,Value for money so far,"My first Mac, so far had no issues, in 15 days hanged once for 15 secs during shutdown, else everything is good. Absolutely no noise and no heating. Battery backup average 9-10 hours for moderate usage (browsing, movie, youtube, streaming etc). If pocket permits then you can have this blindly without even attempt to comparing with other PC.Updates on 14th Apr'22Well! Performance is still good but a big problem appeared in battery. Randomly shutting down with 74% battery left without any warning. It doesn't turn on until I plug the power adapter. When the laptop opens it shows battery at 11% and takes very little time (10-15 mins) to reach 100% battery level. Then after I unplug, from 100% to reach 74% it takes normal time (no abrupt drainage here), but once it goes around 74% it again shuts down, and the loop continues. However no problem while keeping on power. But this is not good sign from such a costly device. Not sure on if battery is required to be replaced. If someone knows a solution please let me know, this may help others also. Cheers !"
Aby Chackiath,5.0 out of 5 stars,Thinking of Laptop/Notebook - Don't look further,"if you are a person who ever thought of buying a high performance laptop at a great bargain, this is it ! An Apple Mac with alien tech capable of competing with i9 processor at a price of that processor unit alone. Got it with a great discount and exchange price making my choice a bliss.Speed - Amazing - 10/10Finally a laptop which will say ""Bring it On""Sound - Awesome - 10/10watch a movie an experience apple magic. I felt that surround sound so many times.Display - Kickass - 10/10I was unsure to whether I will like this 13.3)Ease of use - 10/10Get ready to become addicted !Handling - 10/10Light as a feather. You will feel scared almost everytime you take itBattery - Exceptional - 10/10 - Sure that you will miss its charger !I got 17hrs and 15% battery left on one charge over two days..Watched Netflix a lot, Worked like hell, Did lot of heavy lifting like code builds and all, Countless hours of web and what not ! Like I almost forgot where the charger was since I didn't charge it for two days straight."
gousia shah,5.0 out of 5 stars,just wow,"Nothing can beat apple . rose cold colour is awesome, so me . it is so so sleek and perfect . goes with my personality"
Karthikeyan C P,5.0 out of 5 stars,Good product from apple,"Nice product. sleek, nice screen, battery power. first time apple user. can already see the difference in the screen clarity switching from pc. Also battery life is better in mac. I'm finally using the laptop the way its used to function - without cord. my old pc drains so much battery that you need to plug the wire as the day progresses. It has progressively gone worse and now needs a new battery within 4 years of use. I hope mac lasts much longer than that. its a bit pricy though but worth the price. hope it helps"
Anurag,5.0 out of 5 stars,It's an investment.,Buying apple laptop is an investment for me. If you have money then please go for it. It will give you great productivity. Battery life is awesome.Do not buy it for watching YouTube and movies (ignore this if you are parents rich).
Placeholder,5.0 out of 5 stars,Best laptop ever created,"This machine truly deserves the price tag we pay. We often think that Apple products are super expensive, and yes, they are, but they provide extraordinary value.1-Like the very high quality SSD that runs at 3000mbps,2-built like a tank with such a thin form factor,3-and speakers, man, you never had speakers on a laptop ever like that. They are just perfect.4-The screen is a 2K with very good brightness and the best possible colour accuracy. I guess at this price, no other brand offers this level of display.5-The battery needs no introduction; it's above 16 hours in my tests, .6-And the M1, again, a laptop with this CPU can even be compared with a high-end desktop,7-And as for the last MacOS, it's the most polished OS I've ever used.Everything you get on an Apple product is of very high quality."
